Most significant genomic positions ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,Diff,,,,Apv,,,,Pk,,,,,,,LeftGene,Distance,Start,End,Strand,Product,RightGene,Distance,Start,End,Strand,Product,AffyLogC Left,,,,,,,AffyLogC Right,,,,,,
6459350,0.0298235101,-0.0003827849,0.0062323521,0.0019081625,-0.0018212209,7.59E-08,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_5934,-51,6459299,6459430,1,hypothetical protein,-,-,-,-,-,-,-,0.0362824835,-1.2365159243,0.2457710869,-0.8344276667,0.0585696165,-0.1678242092,-0.4070137437
1155275,0.0297981399,-0.0002477692,0.0080272695,0.0133792651,-0.0095512987,7.95E-08,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_1012,209,1155484,1155858,1,hypothetical protein,-,-,-,-,-,-,-,0.1387537415,-0.0629922575,0.0955625532,0.3293221703,0.1120431133,0.2193386976,0.4789713958
5671100,0.0297929401,0.0012557551,0.0141535825,0.018432838,-0.0151735857,8.02E-08,0.9999998111,0.0398881179,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_t63,-6,5671094,5671166,1,tRNA-Glu,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5386475,0.0296760179,-0.0005817042,0.0107608764,0.0163077803,-0.029264106,9.87E-08,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_t58,244,5386160,5386231,-1,tRNA-Arg,SVEN_5003,-83,5386392,5386886,1,Response regulator receiver,-,-,-,-,-,-,-,0.0690211868,-2.4023980975,-1.5609014109,0.4152562355,-0.0685326377,-0.1417366099,0.4718236551
248575,0.0193140454,0.0046887996,0.0032336637,0.0306001797,-0.0010016105,0.4438412054,0.9999998111,1,1.10E-07,1,0,0,0,1,0,-,-,-,-,-,-,SVEN_0235,20,248595,249869,1,putative secreted protein,-,-,-,-,-,-,-,-0.2212185302,1.4984836244,1.0448022843,0.0713310422,0.1450299465,0.1386690067,0.2194746503
7526825,0.0100520742,0.0099517106,0.0029936152,0.0305958741,0.0010520071,0.9999517222,0.9999998111,1,1.11E-07,1,0,0,0,1,0,-,-,-,-,-,-,SVEN_6881,-94,7526731,7527000,1,hypothetical protein,-,-,-,-,-,-,-,0.0035803175,0.245302408,0.0105373362,-0.0861653647,-0.6801688223,-0.3904663793,-0.3782916309
444650,0.0293912618,-0.0016471905,0.007080002,0.0027371323,-0.0058035087,1.63E-07,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_0416,259,443417,444391,-1,hypothetical protein,SVEN_0417,45,444695,446164,1,Possible Glycerol kinase,-0.2160206953,0.3747748742,0.6047800269,0.0830612595,0.2872764083,0.1753107657,0.0590994116,0.05741331,-0.3998443761,0.3511285243,0.0567696514,-0.1017416953,0.1927668749,0.0886465262
5829700,0.0293419232,-0.0003777469,0.0054138054,0.0100646721,-0.0126885587,1.78E-07,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_5385,139,5829839,5830129,1,SSU ribosomal protein S15p,-,-,-,-,-,-,-,-0.2065488826,0.8512408042,0.88912841,-1.3876772935,0.0728392948,-0.2162409869,0.8717782815
1539850,-0.0044658384,0.0206873701,-0.004010024,0.0003567369,0.0022785065,0.9999517222,2.13E-07,1,0.9999999907,1,0,1,0,0,0,-,-,-,-,-,-,SVEN_1374,1664,1541514,1542464,1,putative integral membrane protein,-,-,-,-,-,-,-,-0.1418107963,-1.1516837465,-0.4167046981,-1.6508434138,0.0405539907,0.950686049,0.8264130592
5793425,0.0291946352,0.0007235265,0.0101252462,0.0120017775,-0.0180555192,2.31E-07,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_5360,1656,5795081,5796922,1,Translation initiation factor 2,-,-,-,-,-,-,-,0.335336954,0.8762682582,2.3461528574,-1.7790477668,0.351851251,0.0345904798,0.5621999225
3517650,0.0178103931,0.0178931061,0.005081718,0.0301048934,0.0007678784,0.9999517222,0.0001391098,1,2.56E-07,1,0,0,0,1,0,SVEN_3209,4,3515850,3517646,-1,alanine-rich protein,SVEN_3210,169,3517819,3519213,1,DNA repair protein RadA,0.0994610301,-1.0989917538,-2.4749796268,0.712764046,0.4482114395,0.7303841962,0.9400284184,0.1500098693,0.0221639314,0.0046424846,-0.0019764071,0.0036287861,0.1863048179,0.362713782
6018200,0.0290869142,0.0039009973,0.0011373711,0.0053168695,-0.0071658588,2.78E-07,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_5535,10,6018017,6018190,-1,hypothetical protein,SVEN_5536,356,6018556,6019218,1,two-component regulator CutR,-0.136508962,-0.3012558548,-0.2857495942,-0.3340525798,-0.7226074114,0.079415208,0.3006684863,-0.14777247,-0.287326065,-1.7451935762,-0.0741199315,-0.1132867645,0.0235563914,-0.0886942139
4144025,0.029006409,0.0017444811,0.0039320933,0.0105226994,-0.0140520978,3.20E-07,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_t40,-35,4143973,4144060,-1,tRNA-Ser,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5850025,-0.0012267497,0.0089112556,0.0062158745,0.0298844389,0.0025503233,0.9999517222,0.9999998111,1,3.72E-07,1,0,0,0,1,0,SVEN_5395,5505,5841875,5844520,-1,"regulatory protein, OsaC",SVEN_5397,577,5850602,5851276,1,"putative two-component system response regulator, OsaB",-0.4128837396,0.1631499497,-0.2225319837,0.0440284252,0.096153357,0.2727273285,0.1124253241,-,-,-,-,-,-,-
1446775,0.0140120322,0.0204560315,0.0102335133,0.0134256798,0.001086263,0.9999517222,3.77E-07,1,0.9999999907,1,0,1,0,0,0,SVEN_1283,146,1444908,1446629,-1,Fumarate or succinate or L-aspartate dehydrogenases,SVEN_1285,545,1447320,1448084,1,3-oxoacyl-[acyl-carrier protein] reductase,-0.0486584229,-0.1556693443,0.0513077956,-0.4191215452,0.0948967784,0.1106828184,0.0258648611,0.0315855264,-0.1389045999,-0.172883777,0.1546183756,0.0085941319,0.1026392099,0.0937701737
1951925,0.0006967248,0.0203707243,0.0006319763,0.0060644301,-0.0003688474,0.9999517222,4.65E-07,1,0.9999999907,1,0,1,0,0,0,-,-,-,-,-,-,SVEN_1749,156,1952081,1953100,1,MoxR ATPases,-,-,-,-,-,-,-,-1.0094060595,0.1286214287,-0.0725309929,0.0283814561,-0.2232410231,-0.2907469921,-0.285222551
6791525,0.0022453264,0.0203188625,-0.0011124578,0.0138923535,-0.0037282959,0.9999517222,5.28E-07,1,0.9999999907,1,0,1,0,0,0,SVEN_6232,472,6789392,6791053,-1,hypothetical protein,-,-,-,-,-,-,-0.1003673505,0.0069563728,-0.2862701591,-0.2148918478,0.1882507092,0.1863702874,-0.3566788051,-,-,-,-,-,-,-
1500650,0.0286290102,0.0029600676,0.0114232014,0.0078491883,-0.0106890221,6.14E-07,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_1338,38,1500355,1500612,-1,hypothetical protein,SVEN_1339,313,1500963,1502027,1,hypothetical protein,0.2291681332,0.2100592322,0.2469898751,0.038475709,0.1934567433,0.2459659106,0.4707981761,0.2756028809,-0.0253155779,0.0035222258,0.3507428965,0.1437503627,0.3657685944,0.0286120302
3093125,0.0285018491,-0.0024765394,0.0053275864,0.0067899772,-0.011645824,7.63E-07,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_2817,-40,3092044,3093165,-1,hypothetical protein,-,-,-,-,-,-,-0.0020620381,-0.5667145979,0.038844951,0.0216582379,0.1405011685,-0.0033011743,0.0163074245,-,-,-,-,-,-,-
1252325,0.0284000562,0.0013450239,0.0020583613,0.0113300787,-0.0233672632,9.08E-07,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_1106,230,1251481,1252095,-1,SSU ribosomal protein S4p,-,-,-,-,-,-,-0.485842928,2.6025719264,1.8058741565,-2.4211466902,0.3949470541,-0.3446561686,0.6265884939,-,-,-,-,-,-,-
5670975,0.0283270351,-0.0002871896,0.0153374515,0.0193834031,-0.0107916198,1.03E-06,0.9999998111,0.0036370507,0.8670194321,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_t61,-77,5670898,5670973,1,tRNA-Glu,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1294450,0.0283113121,0.0020168792,0.0135906048,0.0128134556,-0.0166512929,1.06E-06,0.9999998111,0.1169349186,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_t5,-94,1294356,1294429,1,tRNA-Cys,-,-,-,-,-,-,-,-,-,-,-,-,-,-
96150,0.0033088625,0.0200251151,0.0009655601,0.0109572071,-0.0003928482,0.9999517222,1.07E-06,1,0.9999999907,1,0,1,0,0,0,SVEN_0096,323,94997,95827,-1,hypothetical protein,-,-,-,-,-,-,0.1845316881,0.2485099318,0.1285635627,0.055400084,0.0413800883,0.0522236551,-0.0239869391,-,-,-,-,-,-,-
3892350,0.0111449329,0.0085603616,0.0016903547,0.0292369536,-0.0014053002,0.9999517222,0.9999998111,1,1.09E-06,1,0,0,0,1,0,SVEN_3580,56,3891497,3892294,-1,putative hydrolase,SVEN_3581,100,3892450,3893277,1,hypothetical protein,-0.0379998607,0.5066096384,0.3431133884,0.0814042424,0.2613533445,0.3340982954,0.2088115465,-0.5019486793,-0.0288769381,0.1351214295,0.2094775096,0.3905573257,0.2759467115,0.6412247031
5139725,0.0282863959,-0.0025441169,0.0008242132,0.0009876002,-0.0097581615,1.10E-06,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_4773,-28,5139697,5140587,1,N-acetyl-1-D-myo-inosityl-2-amino-2-deoxy-alpha- D-glucopyranoside deacetylase MshB,-,-,-,-,-,-,-,-0.2633317195,0.3202393209,-0.1407046297,-0.1135284693,-0.0436052144,-0.1767224159,-0.0631610019
4160425,0.0054527704,0.0200113196,0.0029857444,0.0062893846,-0.0001831533,0.9999517222,1.11E-06,1,0.9999999907,1,0,1,0,0,0,-,-,-,-,-,-,SVEN_3836,1006,4161431,4161931,1,hypothetical protein,-,-,-,-,-,-,-,-0.0981260196,0.1444464956,0.0648611287,-0.1755493573,-0.0267460407,-0.1004078983,-0.0109949933
5215175,0.0282391258,3.77E-05,0.0079789324,0.0053917692,-0.0081407833,1.19E-06,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_4841,18,5215193,5215546,1,hypothetical protein,-,-,-,-,-,-,-,0.4783944882,-0.3114348941,0.1272721903,0.0577047126,-0.2576809077,-0.1528222571,0.2088673764
4694050,0.0282342755,0.0005215966,0.0047296955,0.0097799629,-0.0098313059,1.20E-06,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_4338,72,4694122,4694409,1,Preprotein translocase subunit SecE,-,-,-,-,-,-,-,0.0383607944,-0.3257430403,0.9295070986,-0.2846304867,0.0557072648,-0.1321915509,0.9640342194
4694025,0.0281332293,0.0004965219,0.0058368899,0.0096656171,-0.0087556378,1.43E-06,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_t55,-79,4693946,4694021,1,tRNA-Trp,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4408025,-0.0010852521,0.0078493936,0.0186539886,0.0078296751,-0.0054924773,0.9999517222,0.9999998111,1.69E-06,0.9999999907,1,0,0,1,0,0,SVEN_4065,6746,4400044,4401279,-1,hypothetical protein,SVEN_4067,1162,4409187,4409594,1,hypothetical protein,-0.0637455932,-0.9055158301,0.032238729,0.0477816835,0.0026436056,0.0973932068,-0.0356914727,-,-,-,-,-,-,-
6137550,0.027848792,0.0038244217,0.0060244076,0.0192731293,-0.0077228221,2.30E-06,0.9999998111,1,0.9802112376,1,1,0,0,0,0,SVEN_5652,77,6135635,6137473,-1,hypothetical protein,SVEN_5653,367,6137917,6138324,1,hypothetical protein,-0.4173911009,0.2933863799,0.3889548891,-0.3081826039,-0.3472692854,0.5692570395,-0.0711219265,0.0302362832,-0.0765112206,0.0709117003,0.0391896746,-0.0426255427,0.0324351444,-0.1806334663
8027000,0.0278288332,-0.0023129445,0.0029116044,0.007944198,-0.0251857982,2.38E-06,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_7296,104,8026312,8026896,-1,putative integral membrane protein,SVEN_7297,216,8027216,8027827,1,TetR-family transcriptional regulator,0.0027898788,0.150549262,1.8540270285,-1.0117486999,-0.0540004517,-0.1104855753,-0.0125304499,-0.549389142,0.3913706039,0.3180052043,0.0282796822,-0.2452952216,-0.0958088297,-0.1638938971
8069775,0.0033993399,0.003927948,0.0099933903,0.0287181569,-0.0063458256,0.9999517222,0.9999998111,1,2.54E-06,1,0,0,0,1,0,SVEN_7339,213,8069062,8069562,-1,"Thiol peroxidase, Tpx-type",SVEN_7340,59,8069834,8071057,1,secreted protein,-0.2998879788,1.1787547324,0.8203450148,-0.4901890939,0.4863578896,0.0742978706,0.3759745,0.0220754892,0.0757593076,-0.0209269446,0.0421105984,0.0846068877,-0.0019953499,0.0254375601
6467875,0.027756682,-0.00301092,0.009829921,0.0069867374,-0.0170336978,2.68E-06,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_5939,3766,6463126,6464109,-1,putative regulatory protein,SVEN_5941,311,6468186,6468344,1,hypothetical protein,-0.0349957498,0.2838123637,0.0169341136,-0.1135317299,0.0069727383,-0.0010165322,-0.1846574427,-,-,-,-,-,-,-
4381625,0.009092749,0.0023675798,0.0042018406,0.0284970211,0.003120843,0.9999517222,0.9999998111,1,3.62E-06,1,0,0,0,1,0,SVEN_4044,-4,4379815,4381629,-1,hypothetical protein,-,-,-,-,-,-,0.2314497778,0.1228648772,-0.9283168027,-2.4086088396,-2.7979966941,-1.053084282,-0.3095569447,-,-,-,-,-,-,-
1572750,0.0011365769,0.0194885989,0.006066705,0.0119097934,-0.0008412617,0.9999517222,3.84E-06,1,0.9999999907,1,0,1,0,0,0,SVEN_1407,134,1571501,1572616,-1,Alanine dehydrogenase,-,-,-,-,-,-,-0.4053341193,0.3156879613,2.8042014331,-0.4396154823,-0.1340101162,0.3040809677,1.2677809499,-,-,-,-,-,-,-
4141575,0.0082563323,0.0093984493,0.0064790425,0.0283881466,0.0018876247,0.9999517222,0.9999998111,1,4.31E-06,1,0,0,0,1,0,SVEN_3818,498,4140664,4141077,-1,hypothetical protein,SVEN_3820,116,4141691,4142290,1,hypothetical protein,0.2270788093,0.0677769964,-0.0941171447,0.1171098618,0.0853225205,0.159845673,0.0925726879,0.1372851968,-0.0792685434,-0.4297579367,-0.3817483,-0.2005049303,0.0322157498,0.1131221872
3459275,0.0081541291,0.0037832214,0.0062400841,0.0283559978,0.0006414573,0.9999517222,0.9999998111,1,4.54E-06,1,0,0,0,1,0,-,-,-,-,-,-,SVEN_3163,59,3459334,3459669,1,Conserved hypothetical protein,-,-,-,-,-,-,-,-0.2021031951,-0.0811271666,-0.169032583,-0.0992046653,0.151294362,0.0942364684,0.078618255
6011775,0.0273639795,-0.0001837546,0.0017981068,0.00983977,-0.0154317988,5.13E-06,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_5529,14,6010727,6011761,-1,putative DNA-binding protein,SVEN_5530,479,6012254,6013153,1,hypothetical protein,0.0431573703,-0.7506645101,-0.0406395331,-0.3026984258,-0.1625467583,-0.1274050949,0.325562667,0.4114620537,-1.05518756,-0.5310396452,0.2648283712,0.0979344466,0.2428431812,0.195055936
6502975,0.0099043224,0.0153658802,0.0051179852,0.02827412,-0.0017965719,0.9999517222,0.0225415438,1,5.17E-06,1,0,0,0,1,0,SVEN_5972,66,6502223,6502909,-1,TetR-family transcriptional regulator,SVEN_5973,472,6503447,6504226,1,Phosphate regulon transcriptional regulatory protein PhoB,-0.2564157431,0.3426785483,0.0087985973,-0.2639777678,0.1503944475,0.413921516,0.4718658255,-0.8544074593,-1.877261876,0.5267505238,0.33425369,0.0494320566,-0.0061657669,-0.2488035103
6470700,-0.0026155693,0.0192971414,0.002456349,0.0091325263,0.0038155962,0.9999517222,6.00E-06,1,0.9999999907,1,0,1,0,0,0,-,-,-,-,-,-,SVEN_5944,1014,6471714,6472184,1,putative regulatory protein,-,-,-,-,-,-,-,0.0800911724,-0.0574758217,0.6145255307,0.3458731185,-0.8038807794,-0.053868823,0.2668161299
6719475,0.0018665687,0.0192727554,0.0054441692,0.016314487,0.0001553278,0.9999517222,6.35E-06,1,0.9999999907,1,0,1,0,0,0,-,-,-,-,-,-,SVEN_6165,458,6719933,6721213,1,putative aminotransferase,-,-,-,-,-,-,-,-0.0904112454,-0.8651042945,-1.9540460471,0.9389033357,0.760269583,0.6922213434,0.9768936569
2956875,0.0109103827,0.0106768918,0.0079895302,0.0281215547,0.0001501885,0.9999517222,0.9999998111,1,6.59E-06,1,0,0,0,1,0,SVEN_2715,264,2956042,2956611,-1,putative transcriptional regulator,SVEN_2716,71,2956946,2958292,1,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,0.0789674463,0.1680942945,-0.0960860599,0.1928776905,-0.3447292135,-0.3295460947,0.1097666306,-1.0042626511,0.164751304,-0.343880268,-0.3037049898,-0.1186579341,-0.435434741,-0.310747226
3406100,0.0087812821,0.0086373924,0.0025477626,0.0280280077,0.0017196538,0.9999517222,0.9999998111,1,7.64E-06,1,0,0,0,1,0,SVEN_3105,-98,3406082,3406198,-1,hypothetical protein,-,-,-,-,-,-,0.0986327638,0.2259594871,0.0686159609,0.0221581417,0.1662801539,0.084012212,0.3595360943,-,-,-,-,-,-,-
1371825,0.0270821969,0.0009623867,0.0108828461,0.0158039304,-0.0234864576,8.14E-06,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_1219,-4,1371821,1372654,1,Iron utilization protein,-,-,-,-,-,-,-,-0.2416005633,-0.2831997321,-0.5242583562,0.1243816566,-0.0711750621,0.2381969981,0.2797309854
4708350,0.0025302021,0.0191547216,0.0014172072,0.0174485647,-0.0016522956,0.9999517222,8.34E-06,1,0.9999999907,1,0,1,0,0,0,SVEN_4348,793,4707312,4707557,-1,hypothetical protein,-,-,-,-,-,-,0.3307303652,0.2731446588,0.0963689187,0.3504874236,0.0906459189,0.1772835814,0.388262053,-,-,-,-,-,-,-
7157275,0.0270581427,-0.0040045183,0.0043426537,0.0040454496,-0.0134934966,8.46E-06,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_t68,-6,7157269,7157342,1,tRNA-Pro,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7155400,-0.0055230096,0.0190670702,0.01435849,-0.0022769771,0.0024962783,0.9999517222,1.02E-05,0.0266957019,0.9999999907,1,0,1,0,0,0,SVEN_6543,105,7154447,7155295,-1,hypothetical protein,SVEN_6544,104,7155504,7156106,1,"Transcriptional regulator, TetR family",-0.0692995887,-0.109462867,-0.0645278389,-0.0084489282,-0.1433828016,0.113324444,0.401977126,-0.2273204324,0.1785490966,-0.1029974048,-0.0218802674,0.0741606517,-0.1445785204,-0.1351434317
6177175,0.0001916888,0.0190269777,-0.000785022,0.0129061068,-0.0010468919,0.9999517222,1.12E-05,1,0.9999999907,1,0,1,0,0,0,SVEN_5692,-44,6175033,6177219,-1,ABC transporter ATP-binding protein,-,-,-,-,-,-,-0.012836622,-0.1320522692,-0.1784810466,0.1291447769,0.4926383879,0.2254304025,0.0328712111,-,-,-,-,-,-,-
2585325,0.0069309435,0.0134210144,0.0019112592,0.0277818214,0.0011178492,0.9999517222,0.6880732387,1,1.13E-05,1,0,0,0,1,0,SVEN_2385,1376,2582750,2583949,-1,Sfr,-,-,-,-,-,-,-0.3095709268,-0.0059803785,-0.0690865793,-0.0664708733,-0.1900442637,0.1546069583,0.3375452936,-,-,-,-,-,-,-
6558950,0.018231347,0.0189973897,0.0072047103,0.022932178,-0.0011583278,0.9999517222,1.20E-05,1,0.0118343813,1,0,1,0,0,0,SVEN_6028,-26,6558557,6558976,-1,hypothetical protein,-,-,-,-,-,-,0.1306985687,-0.4654282942,-1.2186544034,-1.1836022671,-1.2155290437,0.1035733141,0.0219207525,-,-,-,-,-,-,-
1093650,0.0031686847,-0.0020042505,0.0178306474,0.0059075706,-0.0036584849,0.9999517222,0.9999998111,1.30E-05,0.9999999907,1,0,0,1,0,0,SVEN_0964,74,1092224,1093576,-1,DNA polymerase IV,-,-,-,-,-,-,0.0072517003,-0.106934803,-0.1234527189,-0.2657815986,-0.1201307037,-0.0170175927,-0.0801696272,-,-,-,-,-,-,-
724000,0.0061750252,0.0042671518,0.0066604653,0.0276892626,0.0013726927,0.9999517222,0.9999998111,1,1.30E-05,1,0,0,0,1,0,SVEN_0624,76,722617,723924,-1,Xylose repressor XylR,SVEN_0625,96,724096,725400,1,putative secreted sugar binding protein,-0.0286324577,-0.0072805952,0.107829062,0.1559459082,0.0602432472,0.1635236938,0.0443810895,0.0795819728,0.1183770069,0.0659041524,0.299859519,-0.0931313263,0.1952962687,0.7057685992
2339300,0.0265678466,-0.0004974392,0.0049412406,0.0059072641,-0.0083779882,1.86E-05,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_t11,-48,2339274,2339348,-1,tRNA-Val,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7192425,-0.0010392488,0.0187953402,0.0045641647,0.0214165205,0.0038078462,0.9999517222,1.89E-05,1,0.0803982709,1,0,1,0,0,0,SVEN_6581,57,7191046,7192368,-1,hypothetical protein,SVEN_6582,141,7192566,7193270,1,hypothetical protein,-0.3208415368,1.221297815,0.2742233926,0.1963217755,0.63083718,0.6409824629,0.4742425809,0.095930747,-0.0704966968,0.3690248788,0.5135778626,0.1926336193,0.3488831894,0.7020384264
6219450,0.0265022209,-0.0009331968,0.0037578993,0.0027511188,-0.007911001,2.07E-05,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_5731,9,6219459,6219956,1,hypothetical protein,-,-,-,-,-,-,-,-0.422386234,0.2851288812,0.2756050034,-0.0035697085,-0.2319365649,-0.0418388095,-0.2081703254
1553450,0.0093972706,0.0049855529,1.45E-05,0.0273799157,0.0007728956,0.9999517222,0.9999998111,1,2.10E-05,1,0,0,0,1,0,SVEN_1384,-6,1552857,1553456,-1,Transglycosylase domain protein,-,-,-,-,-,-,0.141804998,0.0017948003,-0.1532269912,-0.7346423781,-0.899843853,-0.0338658799,0.0288290657,-,-,-,-,-,-,-
7637350,0.0127880446,0.0044619635,0.0083999296,0.0273568011,-5.96E-05,0.9999517222,0.9999998111,1,2.18E-05,1,0,0,0,1,0,-,-,-,-,-,-,SVEN_6981,54,7637404,7639020,1,"Nickel ABC transporter, periplasmic nickel-binding protein nikA2",-,-,-,-,-,-,-,-0.3302213933,0.2327843394,0.2066298776,0.0217706153,0.0117592599,0.0946847165,0.0800660787
4141600,0.0077890873,0.0083480849,0.0055175728,0.0273242067,0.0013685668,0.9999517222,0.9999998111,1,2.29E-05,1,0,0,0,1,0,-,-,-,-,-,-,SVEN_3820,91,4141691,4142290,1,hypothetical protein,-,-,-,-,-,-,-,0.1372851968,-0.0792685434,-0.4297579367,-0.3817483,-0.2005049303,0.0322157498,0.1131221872
4433725,0.0263978799,0.0021403806,0.0091720992,0.0108178498,-0.0100171592,2.44E-05,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_4089,-25,4432836,4433750,-1,hypothetical protein,-,-,-,-,-,-,-0.0631706914,-0.2819281735,-0.5299124499,0.3672643562,-0.3477053665,-0.1955260702,-0.365284916,-,-,-,-,-,-,-
463200,0.0032720177,0.0050960899,0.0021229308,0.0272594694,-0.0018804283,0.9999517222,0.9999998111,1,2.53E-05,1,0,0,0,1,0,-,-,-,-,-,-,SVEN_0433,556,463756,464730,1,hypothetical protein,-,-,-,-,-,-,-,-0.0163173255,-0.0253609043,-0.2757981783,0.0571331684,-0.2365149239,0.0728398896,-0.1658674632
1736575,0.0109112774,0.0168152021,0.0092085799,0.027104209,0.0019277139,0.9999517222,0.0013326134,1,3.21E-05,1,0,0,0,1,0,SVEN_1557,77,1735773,1736498,-1,Iron-sulfur cluster regulator SufR,SVEN_1558,224,1736799,1737734,1,"ABC-type multidrug transport system, ATPase component",0.2888505398,0.2906387566,0.3613220832,0.0208296244,-0.0204282725,0.6246969175,1.0468333734,-0.0738521385,0.0798444741,-0.0662548183,0.0381299125,0.0641162427,-0.0029324889,0.256135815
2960700,0.0262220308,0.0005490391,0.0066555762,0.0101852156,-0.0162976861,3.23E-05,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_2718,288,2958982,2960412,-1,NADP-dependent malic enzyme,-,-,-,-,-,-,-0.2648848745,0.8545934357,0.1182232477,-0.0962969364,-0.3026664936,0.410222177,0.9442900819,-,-,-,-,-,-,-
7304900,0.0079661483,0.0184817829,0.0118223476,0.0238820631,0.0005101087,0.9999517222,3.83E-05,1,0.0033454515,1,0,1,0,0,0,SVEN_6679,53,7303621,7304847,-1,putative cytochrome P450 hydroxylase,SVEN_6680,204,7305104,7306276,1,cytochrome P450 monooxygenase,-0.3648566803,-0.5648738833,0.5844685038,-0.0608200969,-0.080651868,-0.1792724155,-0.1128786203,0.0210004667,-0.1907196412,-0.1039669724,-0.0635973839,0.4900035328,0.1270556702,0.1168670729
5146900,0.0016170167,0.0184401922,0.0010906628,0.0140756581,0.0010192149,0.9999517222,4.20E-05,1,0.9999999907,1,0,1,0,0,0,SVEN_4779,851,5145141,5146049,-1,Protein sirB1,SVEN_4781,260,5147160,5147480,1,ferredoxin,0.244209594,-0.0065171134,0.1661078449,0.0373426359,-0.0146770655,-0.0034796039,0.092677734,-0.4867589892,-0.0243117832,-0.1485524148,-0.0494181477,-0.1037931209,-0.3904988636,1.1025896505
5694675,0.0260501645,0.0005165609,0.0067013129,0.0104160788,-0.0149136716,4.23E-05,0.9999998111,1,0.9999999907,1,1,0,0,0,0,-,-,-,-,-,-,SVEN_5271,108,5694783,5695001,1,hypothetical protein,-,-,-,-,-,-,-,-0.2439198761,-0.3978408671,0.9162366213,-0.3131828686,0.0217920388,-0.0472145172,1.3079808015
1812025,0.0260234437,-0.0042794818,0.0067099085,0.0020986453,-0.0162391623,4.41E-05,0.9999998111,1,0.9999999907,1,1,0,0,0,0,SVEN_1623,157,1810357,1811868,-1,SSU ribosomal protein S1p,SVEN_1624,191,1812216,1813055,1,SAM-dependent methyltransferases,-0.5235385126,0.6901078949,0.9267302408,-0.9728641766,-0.2564629134,-0.43890778,0.6272171967,0.1421219742,0.1878922163,0.4269172241,-0.0272421719,0.0260812338,0.0405418988,0.0698597085
5062425,0.0042885217,0.0184116944,0.002741802,0.0057833848,-3.11E-05,0.9999517222,4.47E-05,1,0.9999999907,1,0,1,0,0,0,SVEN_4704,942,5060959,5061483,-1,"Transcriptional regulator, PadR family",-,-,-,-,-,-,-0.5105461044,-0.1652019931,0.2922147798,-0.1506768094,0.101894317,-0.1584559561,0.1251839391,-,-,-,-,-,-,-
7838700,0.0144903141,0.0132068611,0.0064459651,0.0267705151,-0.0004174804,0.9999517222,0.9765547871,1,5.33E-05,1,0,0,0,1,0,SVEN_7138,1758,7836010,7836942,-1,oligopeptide transport integral membrane protein,SVEN_7140,203,7838903,7840060,1,D-amino-acid oxidase,-0.0169698348,0.1737118244,0.0630937593,0.0251944886,0.0087805279,-0.0436024874,0.0309550962,0.2404680399,0.2794372463,-0.0432877687,0.0951800289,-0.0256146794,-0.3892717373,-0.0665993743
